number,value,datetime_start,datetime_complete,duration,params_dropout_p,params_hidden_weights0,params_hidden_weights1,params_initializers,params_kernel1,params_kernel2,params_learning_rate,params_momentum,params_n_fc_layers,params_optimizer,params_weight_decays,state
742,0.962993860244751,2024-04-22 12:38:03.742836,2024-04-22 12:38:19.945907,0 days 00:00:16.203071,0.27255184147966627,516.0,,True,4,3,0.0003123814472276704,,2,Adam,0.0021086139423534904,COMPLETE
743,0.9246000647544861,2024-04-22 12:38:19.946279,2024-04-22 12:38:36.106531,0 days 00:00:16.160252,0.18396276983659257,537.0,,True,4,3,0.00025516424186956826,,2,Adam,0.0013494173162678581,COMPLETE
744,1.5926772356033325,2024-04-22 12:38:36.106870,2024-04-22 12:38:52.337633,0 days 00:00:16.230763,0.24521660134833756,639.0,,True,4,3,0.00014604572372522382,0.8934928112225309,2,SGD,0.00022436844181713932,COMPLETE
745,0.6855902075767517,2024-04-22 12:38:52.338025,2024-04-22 12:39:08.582172,0 days 00:00:16.244147,0.1601355559797008,602.0,,True,4,3,0.0001967741383616482,,2,Adam,0.0009829638715173744,COMPLETE
746,0.8758294582366943,2024-04-22 12:39:08.582530,2024-04-22 12:39:24.809327,0 days 00:00:16.226797,0.14365935782152328,621.0,,True,4,3,0.00023442509370292885,,2,Adam,0.0015156069075580425,COMPLETE
747,1.0623117089271545,2024-04-22 12:39:24.809723,2024-04-22 12:39:41.029738,0 days 00:00:16.220015,0.15591804540147922,604.0,,True,4,3,0.0002910743469417922,,2,Adam,0.0018440884150646515,COMPLETE
748,0.8940861225128174,2024-04-22 12:39:41.030114,2024-04-22 12:39:57.338430,0 days 00:00:16.308316,0.1301565101565804,654.0,,True,4,3,0.00020505688375905884,,2,Adam,0.0011599136414926965,COMPLETE
749,0.8557024598121643,2024-04-22 12:39:57.338789,2024-04-22 12:40:13.855394,0 days 00:00:16.516605,0.16077393563895592,920.0,,True,4,3,0.00017060951133571705,,2,Adam,0.0010090113527803824,COMPLETE
750,0.8104205876588821,2024-04-22 12:40:13.855728,2024-04-22 12:40:30.032266,0 days 00:00:16.176538,0.14916455888471714,511.0,,True,4,3,0.00026143337766502907,,2,Adam,0.0013481044838523364,COMPLETE
751,0.9569592773914337,2024-04-22 12:40:30.032629,2024-04-22 12:40:46.297964,0 days 00:00:16.265335,0.13842706896033083,552.0,,True,4,3,0.00020551131724202013,,2,Adam,0.00018534706811755333,COMPLETE
752,1.0094389915466309,2024-04-22 12:40:46.298336,2024-04-22 12:41:02.603336,0 days 00:00:16.305000,0.16454443072479846,632.0,,True,4,3,0.00033754507674744257,,2,Adam,0.0008612937878738136,COMPLETE
753,0.9154122471809387,2024-04-22 12:41:02.603703,2024-04-22 12:41:18.822741,0 days 00:00:16.219038,0.15317820336249563,601.0,,True,4,3,0.00012625175596877764,,2,Adam,0.001606991361204706,COMPLETE
754,0.8629951775074005,2024-04-22 12:41:18.823083,2024-04-22 12:41:35.039136,0 days 00:00:16.216053,0.14363400666887077,571.0,,True,4,3,0.0001773363178462075,,2,Adam,0.0003798667515862597,COMPLETE
755,0.7347354292869568,2024-04-22 12:41:35.039512,2024-04-22 12:41:51.233786,0 days 00:00:16.194274,0.29358357168937843,533.0,,True,4,3,0.00023633109392292336,,2,Adam,0.0012205909781271597,COMPLETE
756,0.7945927381515503,2024-04-22 12:41:51.234149,2024-04-22 12:42:07.460044,0 days 00:00:16.225895,0.2537687088525136,552.0,,True,4,3,0.00015658296618715082,,2,Adam,0.002462757048455973,COMPLETE
757,1.1282480359077454,2024-04-22 12:42:07.460407,2024-04-22 12:42:23.772269,0 days 00:00:16.311862,0.2638576824799923,574.0,,False,4,4,0.00021154798167513463,,2,Adam,0.0007203892247186302,COMPLETE
758,0.8653387427330017,2024-04-22 12:42:23.772667,2024-04-22 12:42:39.997581,0 days 00:00:16.224914,0.12080412650933911,601.0,,True,4,3,0.00010827897652312473,,2,Adam,0.000961889690292352,COMPLETE
759,0.77916020154953,2024-04-22 12:42:39.997947,2024-04-22 12:42:56.220858,0 days 00:00:16.222911,0.2128412118896092,518.0,,True,4,3,0.0002722106109572855,,2,Adam,0.0019272718533219534,COMPLETE
760,0.8931772410869598,2024-04-22 12:42:56.221235,2024-04-22 12:43:12.220297,0 days 00:00:15.999062,0.16751469988319073,,,True,4,3,0.00018873434692061913,,1,Adam,0.0007854785850775365,COMPLETE
761,0.8298149108886719,2024-04-22 12:43:12.220664,2024-04-22 12:43:28.489656,0 days 00:00:16.268992,0.23395556635073783,538.0,,True,4,3,0.000234485845753566,,2,Adam,0.0003365312169005977,COMPLETE
762,0.8600495755672455,2024-04-22 12:43:28.490029,2024-04-22 12:43:44.741537,0 days 00:00:16.251508,0.2784973844704959,622.0,,True,4,3,0.00013313319402739687,,2,Adam,0.0010680694165595645,COMPLETE
763,1.7323439717292786,2024-04-22 12:43:44.741915,2024-04-22 12:44:00.877854,0 days 00:00:16.135939,0.13255420352416936,584.0,,True,4,3,0.00016547072548846683,0.8759406232316866,2,SGD,0.0014173258881506525,COMPLETE
764,0.8001222014427185,2024-04-22 12:44:00.878224,2024-04-22 12:44:17.124508,0 days 00:00:16.246284,0.15939949711771806,556.0,,True,4,3,0.0001976484335042227,,2,Adam,0.001201658170622893,COMPLETE
765,0.9214621484279633,2024-04-22 12:44:17.124882,2024-04-22 12:44:33.326775,0 days 00:00:16.201893,0.17500330286018068,530.0,,True,4,3,0.00028435011493045236,,2,Adam,2.9761514311966732e-05,COMPLETE
766,1.0214940011501312,2024-04-22 12:44:33.327148,2024-04-22 12:44:49.733619,0 days 00:00:16.406471,0.1971870432524055,589.0,,True,4,5,0.00023394488177697485,,2,Adam,0.002156731187212931,COMPLETE
767,0.8524890840053558,2024-04-22 12:44:49.734007,2024-04-22 12:45:05.946097,0 days 00:00:16.212090,0.24288863540955327,507.0,,True,4,3,0.0001480661126421684,,2,Adam,0.001680105936973919,COMPLETE
768,0.8470120131969452,2024-04-22 12:45:05.946439,2024-04-22 12:45:22.134944,0 days 00:00:16.188505,0.1439186917587326,567.0,,True,4,3,0.0004067824396130511,,2,Adam,0.00027366105288767327,COMPLETE
769,0.7612393200397491,2024-04-22 12:45:22.135319,2024-04-22 12:45:38.396796,0 days 00:00:16.261477,0.22383250763363394,606.0,,True,4,3,0.00018269373785475968,,2,Adam,0.0008689021734442989,COMPLETE
770,0.9555289447307587,2024-04-22 12:45:38.397195,2024-04-22 12:45:54.727777,0 days 00:00:16.330582,0.15509811403785906,544.0,,True,4,4,0.00021263427554155974,,2,Adam,0.0010272983278470588,COMPLETE
771,0.8667445182800293,2024-04-22 12:45:54.728146,2024-04-22 12:46:10.979884,0 days 00:00:16.251738,0.18757005654412418,654.0,,True,4,3,0.0002465392028289489,,2,Adam,0.0030189791535802073,COMPLETE
772,0.9599761962890625,2024-04-22 12:46:10.980248,2024-04-22 12:46:27.053579,0 days 00:00:16.073331,0.2089576640042089,584.0,,True,3,3,0.00030775617471290545,,2,Adam,0.0013773553930760615,COMPLETE
773,0.8468672335147858,2024-04-22 12:46:27.053944,2024-04-22 12:46:43.295955,0 days 00:00:16.242011,0.25883751261294663,558.0,,True,4,3,0.00016741286385296713,,2,Adam,0.0012037355457731318,COMPLETE
774,0.6519804298877716,2024-04-22 12:46:43.296321,2024-04-22 12:46:59.529648,0 days 00:00:16.233327,0.17100181717285862,533.0,,True,4,3,0.00020569314450058664,,2,Adam,0.0007373131771830834,COMPLETE
775,0.9765551090240479,2024-04-22 12:46:59.530020,2024-04-22 12:47:15.780190,0 days 00:00:16.250170,0.11546032877060936,567.0,,True,4,3,0.0002626672270395927,,2,Adam,0.0015138949098301487,COMPLETE
776,0.8737037181854248,2024-04-22 12:47:15.780530,2024-04-22 12:47:32.039767,0 days 00:00:16.259237,0.16405629854264916,542.0,,True,4,3,0.0002183187981118728,,2,Adam,0.0009063506558205506,COMPLETE
777,1.077958345413208,2024-04-22 12:47:32.040147,2024-04-22 12:47:48.333362,0 days 00:00:16.293215,0.13832487205370061,615.0,,False,4,3,0.00034456946424144143,,2,Adam,0.0003834285290469086,COMPLETE
778,0.8322844207286835,2024-04-22 12:47:48.333731,2024-04-22 12:48:04.649299,0 days 00:00:16.315568,0.14982858806911084,577.0,,True,4,3,0.00025514867269327995,,2,Adam,0.0017742574330087487,COMPLETE
779,1.0506585836410522,2024-04-22 12:48:04.649674,2024-04-22 12:48:20.933559,0 days 00:00:16.283885,0.1782647817805635,639.0,,True,4,3,0.00021575461355917522,,2,Adam,0.0010356827645677253,COMPLETE
780,0.909961074590683,2024-04-22 12:48:20.933965,2024-04-22 12:48:37.200771,0 days 00:00:16.266806,0.2292592345765133,535.0,,True,4,3,0.0002819559238303632,,2,Adam,0.0008235595400387307,COMPLETE
781,0.8281405568122864,2024-04-22 12:48:37.201139,2024-04-22 12:48:53.445222,0 days 00:00:16.244083,0.2483383040432292,555.0,,True,4,3,0.00019462452634725575,,2,Adam,0.0013152769787483304,COMPLETE
782,0.7725439071655273,2024-04-22 12:48:53.445598,2024-04-22 12:49:09.664470,0 days 00:00:16.218872,0.20401741767306242,581.0,,True,4,3,0.00023323580520124545,,2,Adam,0.0010907906620472381,COMPLETE
783,1.517513394355774,2024-04-22 12:49:09.664855,2024-04-22 12:49:25.864626,0 days 00:00:16.199771,0.12688061818088683,602.0,,True,4,3,0.00019375684620010126,0.9214536597985611,2,SGD,0.0007081620608338526,COMPLETE
784,0.7852794528007507,2024-04-22 12:49:25.864996,2024-04-22 12:49:42.100958,0 days 00:00:16.235962,0.2173324446629577,524.0,,True,4,3,0.0002988509474415075,,2,Adam,0.0023741912904374175,COMPLETE
785,1.0028225481510162,2024-04-22 12:49:42.101353,2024-04-22 12:49:58.373089,0 days 00:00:16.271736,0.19539436837664997,560.0,,True,4,3,0.0002464803159002074,,2,Adam,0.0014982908999910578,COMPLETE
786,1.0264151990413666,2024-04-22 12:49:58.373487,2024-04-22 12:50:14.586354,0 days 00:00:16.212867,0.29815340603707263,545.0,,True,4,3,0.0002137589448896616,,2,Adam,0.00031935776740192053,COMPLETE
787,0.9270948171615601,2024-04-22 12:50:14.586745,2024-04-22 12:50:30.877886,0 days 00:00:16.291141,0.1695974341377144,590.0,,True,4,3,0.00018845865730256572,,2,Adam,0.001918345304565369,COMPLETE
788,0.9575344920158386,2024-04-22 12:50:30.878264,2024-04-22 12:50:46.920555,0 days 00:00:16.042291,0.2739409976898121,134.0,,True,4,3,0.0002593181266206884,,2,Adam,0.0009469741619210164,COMPLETE
789,1.0318344831466675,2024-04-22 12:50:46.920957,2024-04-22 12:51:03.108530,0 days 00:00:16.187573,0.16255056722250913,566.0,,True,4,3,0.00034504616328430427,,2,Adam,0.0011828268165752322,COMPLETE
790,0.988927036523819,2024-04-22 12:51:03.108917,2024-04-22 12:51:19.383891,0 days 00:00:16.274974,0.2397148033341999,669.0,,True,4,3,0.00022254180481208385,,2,Adam,0.0008031617758241074,COMPLETE
791,0.8408344089984894,2024-04-22 12:51:19.384258,2024-04-22 12:51:35.591092,0 days 00:00:16.206834,0.18456566546440384,507.0,,True,4,3,0.00018365509235519442,,2,Adam,0.0016735494198976202,COMPLETE
792,1.0494238138198853,2024-04-22 12:51:35.591437,2024-04-22 12:51:51.840151,0 days 00:00:16.248714,0.3175070572416405,629.0,,True,4,3,0.0002940631733558911,,2,Adam,0.0012599776817131152,COMPLETE
793,0.9430385231971741,2024-04-22 12:51:51.840520,2024-04-22 12:52:08.069505,0 days 00:00:16.228985,0.262572157642299,533.0,,True,4,3,0.00022943855637115633,,2,Adam,0.0004043821571548528,COMPLETE
794,0.9354028105735779,2024-04-22 12:52:08.069847,2024-04-22 12:52:24.379073,0 days 00:00:16.309226,0.14828164770914315,598.0,,True,4,4,0.00017014907639269436,,2,Adam,0.001037659752119981,COMPLETE
795,0.9564545154571533,2024-04-22 12:52:24.379453,2024-04-22 12:52:40.616659,0 days 00:00:16.237206,0.1551842139914228,574.0,,False,4,3,0.00020751091260100735,,2,Adam,0.0013997698413767178,COMPLETE
796,0.7046169340610504,2024-04-22 12:52:40.617039,2024-04-22 12:52:56.831335,0 days 00:00:16.214296,0.13537470313900496,554.0,,True,4,3,0.0001464666554698189,,2,Adam,0.0002484933954990087,COMPLETE
797,0.833084374666214,2024-04-22 12:52:56.831712,2024-04-22 12:53:13.066155,0 days 00:00:16.234443,0.17480013320741827,613.0,,True,4,3,0.00012007643265580961,,2,Adam,0.0003073994726401666,COMPLETE
798,0.7894796133041382,2024-04-22 12:53:13.066525,2024-04-22 12:53:29.413651,0 days 00:00:16.347126,0.19397441904506346,554.0,,True,4,3,0.00014055444310319407,,2,Adam,0.000309312709638925,COMPLETE
799,0.8445407152175903,2024-04-22 12:53:29.414028,2024-04-22 12:53:45.656590,0 days 00:00:16.242562,0.21697305986921261,588.0,,True,4,3,0.0001361089743000572,,2,Adam,0.0002903738059352115,COMPLETE
800,0.8866207003593445,2024-04-22 12:53:45.656973,2024-04-22 12:54:01.899265,0 days 00:00:16.242292,0.28392673420319464,569.0,,True,4,3,0.0001201820730753485,,2,Adam,0.00025728337242225723,COMPLETE
801,1.655596375465393,2024-04-22 12:54:01.899636,2024-04-22 12:54:18.052553,0 days 00:00:16.152917,0.1348403405083603,551.0,,True,4,3,9.794345255349578e-05,0.8666863284065295,2,SGD,0.00017552028925963835,COMPLETE
802,0.8752061724662781,2024-04-22 12:54:18.052960,2024-04-22 12:54:34.270687,0 days 00:00:16.217727,0.20852824633331146,595.0,,True,4,3,0.00015904994645846366,,2,Adam,0.0008839468754950742,COMPLETE
803,0.7403005361557007,2024-04-22 12:54:34.271079,2024-04-22 12:54:50.478947,0 days 00:00:16.207868,0.16293008561012934,574.0,,True,4,3,0.00014621002685912275,,2,Adam,0.00018576246857864446,COMPLETE
804,0.695047914981842,2024-04-22 12:54:50.479346,2024-04-22 12:55:06.869236,0 days 00:00:16.389890,0.230879984991066,705.0,,True,4,3,0.00013824837553667003,,2,Adam,0.0002056586681911361,COMPLETE
805,0.9246414601802826,2024-04-22 12:55:06.869584,2024-04-22 12:55:23.141822,0 days 00:00:16.272238,0.23375417633489265,612.0,,True,4,3,0.00011523072800588749,,2,Adam,0.0001563544529468762,COMPLETE
806,1.2950634360313416,2024-04-22 12:55:23.142195,2024-04-22 12:55:39.771124,0 days 00:00:16.628929,0.24500732552719948,724.0,,True,5,3,0.003940937264452072,,2,Adam,0.00022791908616360927,COMPLETE
807,0.933020681142807,2024-04-22 12:55:39.771495,2024-04-22 12:55:55.989795,0 days 00:00:16.218300,0.22613575754227863,583.0,,True,4,3,0.00011704573036373729,,2,Adam,0.0001949375008281567,COMPLETE
808,0.8276057839393616,2024-04-22 12:55:55.990163,2024-04-22 12:56:12.326810,0 days 00:00:16.336647,0.22667203536465252,737.0,,True,4,3,0.00010891240891883617,,2,Adam,0.00026265993176936007,COMPLETE
809,0.9884958863258362,2024-04-22 12:56:12.327201,2024-04-22 12:56:28.545463,0 days 00:00:16.218262,0.23589078899651483,563.0,,True,4,3,9.24436115715805e-05,,2,Adam,0.00017888143366647397,COMPLETE
810,1.001074880361557,2024-04-22 12:56:28.545840,2024-04-22 12:56:45.047442,0 days 00:00:16.501602,0.24205874872410116,853.0,,True,4,4,0.00012877773116249224,,2,Adam,0.00023988387288692434,COMPLETE
811,0.9499112367630005,2024-04-22 12:56:45.047822,2024-04-22 12:57:01.313832,0 days 00:00:16.266010,0.25135582269523665,570.0,,True,4,3,0.00014158255664231787,,2,Adam,0.0002321523989037672,COMPLETE
812,0.9686801135540009,2024-04-22 12:57:01.314238,2024-04-22 12:57:17.290460,0 days 00:00:15.976222,0.23410562223360093,,,True,4,3,0.00013249435757297468,,1,Adam,0.0001960190470269274,COMPLETE
813,0.8201222121715546,2024-04-22 12:57:17.290839,2024-04-22 12:57:33.610608,0 days 00:00:16.319769,0.22525477633148003,677.0,,True,4,3,0.00015185416596147296,,2,Adam,0.00016260987508392581,COMPLETE
814,0.8436527252197266,2024-04-22 12:57:33.611000,2024-04-22 12:57:49.893196,0 days 00:00:16.282196,0.21917294652762237,685.0,,True,4,3,0.00010218798529132016,,2,Adam,0.00013719145455587853,COMPLETE
815,1.0684204697608948,2024-04-22 12:57:49.893577,2024-04-22 12:58:06.211211,0 days 00:00:16.317634,0.2517421706806635,695.0,,False,4,3,0.0001557825121699459,,2,Adam,0.0002073804328108757,COMPLETE
816,0.911414623260498,2024-04-22 12:58:06.211606,2024-04-22 12:58:22.515806,0 days 00:00:16.304200,0.26046948547021437,768.0,,True,4,3,0.0001295561137176039,,2,Adam,0.00022426123054058064,COMPLETE
817,0.9703226387500763,2024-04-22 12:58:22.516181,2024-04-22 12:58:38.848674,0 days 00:00:16.332493,0.21029330858443998,705.0,,True,4,3,0.00016554903204779521,,2,Adam,0.0002525356060291319,COMPLETE
818,0.9174801409244537,2024-04-22 12:58:38.849053,2024-04-22 12:58:55.165900,0 days 00:00:16.316847,0.22848068247347886,719.0,,True,4,3,4.82953279949008e-05,,2,Adam,0.0002895051188958437,COMPLETE
819,0.9392912685871124,2024-04-22 12:58:55.166298,2024-04-22 12:59:11.569806,0 days 00:00:16.403508,0.26842400491930757,792.0,,True,4,3,0.00017634585043540228,,2,Adam,0.00020584025650235911,COMPLETE
820,1.659641981124878,2024-04-22 12:59:11.570196,2024-04-22 12:59:27.897759,0 days 00:00:16.327563,0.24042081441856375,656.0,,True,4,5,0.00015920533091725816,0.8432889639192724,2,SGD,0.0003517421595612653,COMPLETE
821,0.8553977608680725,2024-04-22 12:59:27.898138,2024-04-22 12:59:44.248750,0 days 00:00:16.350612,0.2171136847890359,706.0,,True,4,3,0.0001462296457164759,,2,Adam,0.0002411182925124859,COMPLETE
822,0.771224856376648,2024-04-22 12:59:44.249155,2024-04-22 13:00:00.434583,0 days 00:00:16.185428,0.1417067591486659,588.0,,True,4,3,0.0001794416143871882,,2,Adam,0.00023178392248908894,COMPLETE
823,0.8814655244350433,2024-04-22 13:00:00.434959,2024-04-22 13:00:16.651122,0 days 00:00:16.216163,0.1298520581323761,548.0,,True,4,3,0.0002672326224830105,,2,Adam,0.0002784832849616327,COMPLETE
824,0.8504611253738403,2024-04-22 13:00:16.651501,2024-04-22 13:00:32.924167,0 days 00:00:16.272666,0.25725553781785243,608.0,,True,4,3,0.00011145297780216293,,2,Adam,0.00020839096622403305,COMPLETE
825,1.061387836933136,2024-04-22 13:00:32.924546,2024-04-22 13:00:49.306788,0 days 00:00:16.382242,0.20548905310536256,810.0,,True,4,3,0.00031373624466381217,,2,Adam,0.0001547621637797698,COMPLETE
826,0.8906453549861908,2024-04-22 13:00:49.307175,2024-04-22 13:01:05.500190,0 days 00:00:16.193015,0.1493971547555612,517.0,,True,4,3,0.00013842003688431835,,2,Adam,0.0002700902603428608,COMPLETE
827,0.8986155688762665,2024-04-22 13:01:05.500596,2024-04-22 13:01:21.895198,0 days 00:00:16.394602,0.23573738148016862,746.0,,True,4,3,0.00018836698395975558,,2,Adam,0.0003448384901604804,COMPLETE
828,0.8356615900993347,2024-04-22 13:01:21.895596,2024-04-22 13:01:38.181998,0 days 00:00:16.286402,0.22187550941130765,627.0,,True,4,3,0.0002352781349018689,,2,Adam,0.0002128419277364261,COMPLETE
829,0.8439045548439026,2024-04-22 13:01:38.182392,2024-04-22 13:01:54.527186,0 days 00:00:16.344794,0.10928857514129467,755.0,,True,4,3,0.0004948278644154549,,2,Adam,0.0002537245516314103,COMPLETE
830,0.938256025314331,2024-04-22 13:01:54.527559,2024-04-22 13:02:10.559068,0 days 00:00:16.031509,0.24967459692474236,,,True,4,3,0.00019987346355459086,,1,Adam,0.00038608999465358714,COMPLETE
831,0.960822731256485,2024-04-22 13:02:10.559437,2024-04-22 13:02:26.947060,0 days 00:00:16.387623,0.2797053308377779,779.0,,True,4,3,0.00016533334993974044,,2,Adam,0.00018028840780384572,COMPLETE
832,1.0023862421512604,2024-04-22 13:02:26.947405,2024-04-22 13:02:43.171059,0 days 00:00:16.223654,0.1391179708469214,539.0,,True,4,3,0.00035456354757070364,,2,Adam,0.0011310800033101118,COMPLETE
833,0.8501075208187103,2024-04-22 13:02:43.171436,2024-04-22 13:02:59.414231,0 days 00:00:16.242795,0.12287855050270328,595.0,,True,4,3,0.0002654012528890938,,2,Adam,0.00031367520210744614,COMPLETE
834,0.9928263127803802,2024-04-22 13:02:59.414631,2024-04-22 13:03:15.774911,0 days 00:00:16.360280,0.15562299104252642,560.0,,False,4,4,0.00020978407230058617,,2,Adam,0.009883968527933128,COMPLETE
835,0.8178829252719879,2024-04-22 13:03:15.775289,2024-04-22 13:03:32.036211,0 days 00:00:16.260922,0.2677552235829141,581.0,,True,4,3,0.00012437518678280965,,2,Adam,0.00042081184989889995,COMPLETE
836,0.9361638724803925,2024-04-22 13:03:32.036627,2024-04-22 13:03:48.268736,0 days 00:00:16.232109,0.20106620652483487,503.0,,True,4,3,0.0001488693740314207,,2,Adam,0.0012515750647037246,COMPLETE
837,0.8932830393314362,2024-04-22 13:03:48.269139,2024-04-22 13:04:04.521445,0 days 00:00:16.252306,0.2909495604604444,531.0,,True,4,3,0.0001784377540411255,,2,Adam,0.002588665914242934,COMPLETE
838,0.9548119008541107,2024-04-22 13:04:04.521849,2024-04-22 13:04:20.771222,0 days 00:00:16.249373,0.24751487421440255,556.0,,True,4,3,0.00041513374788071757,,2,Adam,0.0010919406020860473,COMPLETE
839,1.5943588018417358,2024-04-22 13:04:20.771601,2024-04-22 13:04:36.923644,0 days 00:00:16.152043,0.21658192938332216,602.0,,True,4,3,0.00024144337080643917,0.8143302322505874,2,SGD,0.004231465180691395,COMPLETE
840,1.1564743518829346,2024-04-22 13:04:36.924047,2024-04-22 13:04:53.177780,0 days 00:00:16.253733,0.2298312521935955,641.0,,True,4,3,0.00029038752388720263,,2,Adam,0.0034037418932882308,COMPLETE
841,1.0803296566009521,2024-04-22 13:04:53.178158,2024-04-22 13:05:09.397423,0 days 00:00:16.219265,0.15423477401156707,565.0,,True,4,3,0.00020310693049186543,,2,Adam,0.0007427495995161642,COMPLETE
842,0.9041809439659119,2024-04-22 13:05:09.397808,2024-04-22 13:05:25.638808,0 days 00:00:16.241000,0.1434328034711361,577.0,,True,4,3,0.00023405803226912922,,2,Adam,0.0013454319857605374,COMPLETE
843,0.9639377295970917,2024-04-22 13:05:25.639156,2024-04-22 13:05:41.869022,0 days 00:00:16.229866,0.1912752694982824,528.0,,True,4,3,0.00017352217161303597,,2,Adam,0.000997840328788425,COMPLETE
844,1.0039201974868774,2024-04-22 13:05:41.869401,2024-04-22 13:05:58.089857,0 days 00:00:16.220456,0.16965256784451027,547.0,,True,4,3,0.0001503403213716083,,2,Adam,0.0003454761035599303,COMPLETE
845,1.2792141437530518,2024-04-22 13:05:58.090271,2024-04-22 13:06:14.341126,0 days 00:00:16.250855,0.20977107688609703,619.0,,True,4,3,1.736741731156721e-05,,2,Adam,0.00025386137508685017,COMPLETE
846,0.9096459448337555,2024-04-22 13:06:14.341507,2024-04-22 13:06:30.597506,0 days 00:00:16.255999,0.23831833312518938,597.0,,True,4,3,0.00019781143476999612,,2,Adam,0.001517893751114012,COMPLETE
847,0.8016647696495056,2024-04-22 13:06:30.597892,2024-04-22 13:06:46.956833,0 days 00:00:16.358941,0.13393799437192147,576.0,,True,4,5,0.000262943031005026,,2,Adam,0.0011959734875253377,COMPLETE
848,0.793433427810669,2024-04-22 13:06:46.957281,2024-04-22 13:07:03.166840,0 days 00:00:16.209559,0.16291445215977643,515.0,,True,4,3,0.0002255885915972727,,2,Adam,0.00040929679068514975,COMPLETE
849,0.9432255923748016,2024-04-22 13:07:03.167254,2024-04-22 13:07:19.370007,0 days 00:00:16.202753,0.3042826011246002,548.0,,True,4,3,0.000170341171609821,,2,Adam,0.00021445991930720763,COMPLETE
850,0.974221259355545,2024-04-22 13:07:19.370406,2024-04-22 13:07:35.701566,0 days 00:00:16.331160,0.18637411769299073,562.0,,True,4,3,0.0003229800701011787,,2,Adam,0.0009592377214702674,COMPLETE
851,1.065765619277954,2024-04-22 13:07:35.701951,2024-04-22 13:07:51.857646,0 days 00:00:16.155695,0.25703569142418226,497.0,,True,4,3,0.00012416018756384976,,2,Adam,0.0007130226360273647,COMPLETE
852,0.9173103868961334,2024-04-22 13:07:51.858017,2024-04-22 13:08:08.104445,0 days 00:00:16.246428,0.274979543952209,584.0,,True,4,3,0.0001968309603871854,,2,Adam,0.0020995555823720108,COMPLETE
853,1.171223759651184,2024-04-22 13:08:08.104848,2024-04-22 13:08:24.264679,0 days 00:00:16.159831,0.1995187215603119,538.0,,False,4,3,0.00025447866421115427,,2,Adam,0.0011390521403037894,COMPLETE
854,0.9386518895626068,2024-04-22 13:08:24.265034,2024-04-22 13:08:40.244303,0 days 00:00:15.979269,0.14548448222560004,525.0,,True,3,3,0.00014576472881057268,,2,Adam,0.001384696442062092,COMPLETE
855,0.8702272474765778,2024-04-22 13:08:40.244715,2024-04-22 13:08:56.579911,0 days 00:00:16.335196,0.22833373813433192,830.0,,True,4,3,0.0002158098055212227,,2,Adam,0.0002859724087964645,COMPLETE
856,0.9534585773944855,2024-04-22 13:08:56.580312,2024-04-22 13:09:12.866299,0 days 00:00:16.285987,0.11982423810334258,603.0,,True,4,3,0.0002933728143264264,,2,Adam,0.00012258931219303774,COMPLETE
857,0.844627857208252,2024-04-22 13:09:12.866719,2024-04-22 13:09:29.223602,0 days 00:00:16.356883,0.1768131553322161,618.0,,True,4,4,0.0001742419320605299,,2,Adam,0.0008826842549588792,COMPLETE
858,1.551092267036438,2024-04-22 13:09:29.224002,2024-04-22 13:09:45.380736,0 days 00:00:16.156734,0.24407975111136335,568.0,,True,4,3,0.00023891732410624437,0.8832050088195323,2,SGD,0.0015995321600492441,COMPLETE
859,0.8398919105529785,2024-04-22 13:09:45.381166,2024-04-22 13:10:01.649462,0 days 00:00:16.268296,0.2157179874741317,544.0,,True,4,3,0.00018931353734913313,,2,Adam,0.0010494142048069297,COMPLETE
860,0.8183749914169312,2024-04-22 13:10:01.649817,2024-04-22 13:10:17.948681,0 days 00:00:16.298864,0.15905574815277154,674.0,,True,4,3,0.00013141690079746313,,2,Adam,0.0013046501089792799,COMPLETE
861,0.9718060195446014,2024-04-22 13:10:17.949102,2024-04-22 13:10:34.213978,0 days 00:00:16.264876,0.20458524628704847,583.0,,True,4,3,0.000105721016770618,,2,Adam,0.0007908577140418694,COMPLETE
862,0.9482935965061188,2024-04-22 13:10:34.214357,2024-04-22 13:10:50.265036,0 days 00:00:16.050679,0.2644833238031216,,,True,4,3,0.00016397787455574398,,1,Adam,0.001134323673584872,COMPLETE
863,0.8667549788951874,2024-04-22 13:10:50.265444,2024-04-22 13:11:06.521069,0 days 00:00:16.255625,0.14666645814632165,554.0,,True,4,3,0.00020802390543662693,,2,Adam,0.0009188261851547034,COMPLETE
864,0.7856611609458923,2024-04-22 13:11:06.521454,2024-04-22 13:11:22.714344,0 days 00:00:16.192890,0.17103941998316785,518.0,186.0,True,4,3,0.0002675259595158711,,3,Adam,0.0006840681675633916,COMPLETE
865,0.7940041720867157,2024-04-22 13:11:22.714739,2024-04-22 13:11:38.971309,0 days 00:00:16.256570,0.18900625350549832,591.0,,True,4,3,0.00022544383531732258,,2,Adam,0.0004523086918196757,COMPLETE
866,0.9051361680030823,2024-04-22 13:11:38.971694,2024-04-22 13:11:55.092744,0 days 00:00:16.121050,0.13067752352420645,248.0,,True,4,3,0.00034612602802666084,,2,Adam,0.0015136936399046733,COMPLETE
867,0.9638289213180542,2024-04-22 13:11:55.093133,2024-04-22 13:12:11.299867,0 days 00:00:16.206734,0.1564213209479432,500.0,,True,4,3,0.00015147336531198295,,2,Adam,0.00032734943397013777,COMPLETE
